API_Name,Category,Followers,
ScrumWorks Pro API,Project Management,4,
Quick File API,Financial,3,
LogMeIn Rescue API,Other,5,
Pen.io API,Design,13,
2011 International Computational Billiards Championships API,Sports,23,
AuraLink API,Video,11,
Interpair API,Internet of Things,4,
UniteU Retail API,mmerce,3,
Lymbix Sentiment Analysis API,Tools,7,
Agendize Platform API,Enterprise,2,
Voovox SMS API,Messaging,4,
TransportAPI API,Transportation,20,
Shoudio API,Social,2,
Europeana OpenSearch API,Education,8,
Apstrata API,Storage,3,
AidData API,Financial,20,
Happenstand API,Events,4,
ZooProperty API,Real Estate,16,
StickyStreet API,mmerce,5,
Blesta API,Financial,7,
SemanticWire API,News Services,9,
ThingSpeak API,Other,27,
LivePerson Agent API,hat,14,
LodgeIt! API,Tools,4,
Safe2pee API,Search,4,
RealSearch TIN Reverse API,Government,9,
American Bible Society BibleSearch API,Reference,13,
Toronto Transit Commission Real-Time Arrivals API,Transportation,48,
Stocklytics Intraday Historical Stock Prices API,Financial,17,
Yonda4 API,Recommendations,4,
Mibbit API,hat,8,
KDE Pastebin API,Tools,4,
DEA Filter API,Security,9,
TradeKing API,Financial,46,
Fog Creek Kiln API,Tools,1,
Kronovia Compliance Cloud Service API,Enterprise,3,
Aonaware CountCheatService API,Games,2,
AppsGeyser API,Tools,69,
NHXS API,Other,4,
NAC Real-time Conversion API,Tools,6,
VodoModo API,Video,3,
NTNU IME Faculty API,Education,5,
MapQuest Open Static Map API,Mapping,6,
OneBusAway API,Transportation,28,
Podio API,Office,34,
Braintree Client JavaScript API,Payments,221,
DoStuffMedia API,Events,14,
Google APIs Discovery API,API,34,
Mesagraph API,Social,3,
FoxyCart API,mmerce,5,
VigLink API,Advertising,16,
Stocklytics Company Data API,Financial,23,
BiteHunter API,mmerce,12,
magickly API,Photos,6,
Dive.io API,Social,9,
NewsCred Platform API,News Services,20,
Fake Name Generator API,Tools,78,
Red Condor Provisioning API,Tools,2,
IActionable API,Games,7,
leadsNyou Email Marketing API,Email,5,
Wikimapia API,Mapping,23,
Origo API,Project Management,5,
MINDBODY API,lendars,52,
Mydrmspace.com API,Tools,3,
youcantcall.us API,Telephony,3,
Publr API,Blogging,6,
Windsoc API,Social,13,
JustGiving API,harity,15,
BrainHoney API,Education,19,
YoolinkPro API,Enterprise,2,
SiteKreator API,Business,2,
OffiServ API,Enterprise,2,
Luzme API,mmerce,9,
Copyto API,Bookmarks,4,
Flashcard Exchange API,Education,15,
Gifts.com API,mmerce,33,
Vantiv Solution Builder API,Payments,11,
Snipt.net API,Tools,9,
SubSift API,Recommendations,1,
Teidu Mikroblog API,Blogging,1,
TeamworkPM API,Project Management,8,
Yandex MoiKrug API,Social,4,
Litmos API,Education,12,
Lead Zeppelin API,Enterprise,3,
TinyPaste API,Text,4,
messagingPeople API,Messaging,17,
Trackingo API,Database,12,
Twishort API,Social,4,
Untiny API,URL Shortener,2,
Pixmac API,Photos,4,
HubSpot Blog API,Blogging,6,
Localstreamer API,Social,5,
e-conomic API,Financial,19,
BlueMailCentral Postal API,Mail,4,
Diffbot Article API,Extraction,25,
iRadeo API,Music,19,
DocRaptor API,Office,60,
Rackspace Email API,Email,9,
Delivergo API,Social,20,
Fuze Box API,hat,19,
Postcode Anywhere Government Data API,Government,3,
Postcode Anywhere Maps API,Mapping,5,
Postcode Anywhere Store Finder API,Mapping,8,
Postcode Anywhere Distances and Directions API,Travel,12,
Postcode Anywhere Payment Validation API,Security,9,
Postcode Anywhere Address Services API,Mapping,11,
Connection Software SMS API,Messaging,4,
SnapBill API,Financial,2,
Skiddle API,Events,8,
OfficeDrop API,Enterprise,2,
Smartling API,Translation,1,
BlueFolder API,Enterprise,4,
Banckle API,Social,3,
Loci.me API,Social,2,
Linkbee.com API,URL Shortener,8,
Glosk API,Photos,4,
Eventification API,Events,8,
Emotional Cities API,Social,6,
Versatilia API,mmerce,2,
CommuniCart Customer Service API,mmerce,1,
Sedo API,Domains,10,
LiveChat API,hat,32,
Tube Updates API,Transportation,6,
Ediscio API,Education,7,
Ecolabel Index API,Reference,5,
PubMLST API,Reference,2,
Verizon ThingSpace MapQuest API,Mapping,4,
Utata API,Photos,1,
fastDove API,Telephony,2,
Yandex Podpiski API,Feeds,1,
Yandex Server API,Search,3,
Yandex Fotok API,Photos,4,
Data8 Goneaway Identification Web Service API,Tools,3,
Data8 Preference Services API,Telephony,3,
Data8 Credit Card Validation API,Payments,20,
Data8 Live Number Testing API,Telephony,3,
Yandex Maps API,Mapping,17,
Ericsson Web Device Connectivity API,Tools,3,
eNom API,Domains,13,
Team Cowboy API,Sports,4,
ValueCommerce Travel API,Travel,10,
Echo StreamServer API,Real Time,5,
Pearson Correlation Coefficient API,Tools,3,
Telenor SMS API,Telephony,65,
Telenor Location API,Telephony,108,
Telenor Click to Call API,Telephony,14,
Audioboo API,Messaging,9,
Vodafone Address Book API,lendars,17,
AT&T SMS API,Messaging,31,
Deutsche Telekom Conference Call API,Telephony,4,
Vodafone Audio API,Telephony,5,
AT&T Location API,Telephony,45,
billFLO Seller API,Financial,3,
AddressTwo API,Enterprise,8,
Shutterstock API,Photos,30,
Radian6 SocialCloud API,Social,41,
Liquid11 Conferencing API,Telephony,2,
Emma API,Email,9,
Jiglu Insight API,ustomization,3,
SupportBreeze API,Email,23,
Rvolve Hyperlocal Ads API,Advertising,2,
Maiana API,Database,3,
W3C XHTML Validator API,Design,12,
FluidDB API,Database,6,
Cadmus API,Social,5,
Peoplebrowsr API,Social,6,
Transifex API,Tools,18,
TinEye API,Photos,12,
CodeMunch API,Jobs,19,
ThirdPresence API,Video,2,
Enstore API,mmerce,5,
Daft API,Real Estate,84,
Verizon Messaging API,Telephony,49,
Ginzametrics API,SEO,7,
SlideShare Player API,Presentations,11,
AgileZen API,Project Management,10,
Retweet Rank API,Social,5,
Bookshare API,Reference,10,
ShopSense API,mmerce,15,
OnSugar API,Blogging,2,
OCLC Classify API,Reference,6,
MapQuest Open Guidance API,Mapping,9,
Wistia Data API,Video,8,
Ity.im API,URL Shortener,4,
Gloe API,Mapping,3,
Greendizer API,Financial,9,
Filmaster API,Recommendations,25,
CubeTree API,Social,5,
LinksPreadeR API,URL Shortener,0,
4PSA VoipNow API,Telephony,5,
3NGNetworks API,Telephony,28,
Lijit API,Search,5,
Conferma CSP On-Demand API,Travel,9,
Textanywhere API,Messaging,1,
Kashoo API,Financial,4,
Minus API,Storage,10,
UCLA.in API,URL Shortener,0,
MyAds API,Advertising,4,
Reverse Australia API,Reference,22,
Kadoo API,Video,5,
Challonge API,Sports,45,
FFindr API,Sports,4,
51.com API,Social,24,
BlueVia Advertising API,Advertising,6,
Kaavo Web Services API,loud,3,
Duck Duck Go API,Search,96,
Missatsamtal.se API,Database,4,
TSheets API,Enterprise,10,
Shr.Im API,URL Shortener,1,
Savi API,Enterprise,3,
ZhoutIt API,Messaging,0,
Ignyte Movies and Showtimes API,Entertainment,50,
Apertium API,Tools,120,
5pm API,Project Management,13,
BlueVia User Context API,Telephony,11,
PayPal MassPay API,Payments,17,
LiveTime API,loud,4,
Kontagent API,Social,20,
Atlas API,Video,19,
E-xact API,Payments,8,
Photozou API,Photos,5,
Wattvision API,Other,7,
TasteKid API,Recommendations,59,
Where Does My Money Go API,Government,9,
Urbarama API,Database,6,
Profiles.im API,Social,6,
Alpinaut API,Sports,12,
New Zealand National Broadband Map API,Mapping,4,
Mashery API,API,35,
AutoAppMart API,Reference,8,
DataSift REST API,Social,43,
Opt It Mobile API,Messaging,1,
Rambla API,Video,2,
IdeaScale API,Social,4,
Livestream API,Video,43,
Scality API,Storage,65,
Watson API,Semantics,15,
It&#039,s Learning API,Education,
Zoom.it API,Photos,6,
WebPurify Image Moderation API,Photos,4,
Call me API,Security,4,
MapDust API,Tools,3,
TextMarketer SMS API,Messaging,0,
Buto.tv API,Video,2,
Scrumy API,Project Management,3,
University of Washington Groups API,Education,4,
GarageTV API,Video,3,
Ofuz API,Enterprise,2,
Esendex Spain SMS API,Telephony,2,
Sorenson 360 API,Video,3,
Escapia Vacation Rental Network API,Travel,18,
GetResponse API,Email,19,
Mergent Corporate Actions and Dividends API,Financial,12,
Picwing Printing API,Photos,3,
Poll Everywhere API,Polls,3,
AddressingHistory API,Tools,9,
Jaconda API,Social,7,
Signal API,Messaging,12,
Mail.Ru API,Social,53,
eTapestry API,Financial,6,
Database.com API,Database,18,
10x10 API,Photos,82,
DoubleClick API,Advertising,22,
Moodstocks API,Photos,20,
Washington State Department of Revenue Sales Tax Rate API,Government,9,
Xtracked API,Mapping,7,
Nexiwave API,Voice,13,
Planyo API,Travel,12,
Kanvaso API,Social,8,
Idescat Municipality in Figures API,Government,4,
AWeber API,Marketing,15,
FreebieSMS Auto Dialer API,Telephony,5,
Adegga API,Social,13,
LivePerson Chat API,hat,26,
Point API,Domains,4,
Cruvee Social API,Search,3,
openBmap API,Other,14,
SciVerse Framework and Content API,Reference,19,
Tvider API,Social,4,
MapQuest Search API,Mapping,7,
MapQuest Open Elevation API,Mapping,11,
30 Digits Web Extractor API,Web Site Management,16,
RapidSwitch API,Hosting,3,
Spiderline Site Search API,Search,4,
SagePay Reporting and Admin API,Payments,10,
Trackur API,Social,8,
MapQuest Directions API,Mapping,13,
INZU API,Media,4,
Junaio Callback API,Mobile,14,
StatsMix API,Business,6,
Lyons Routing Number Verification API,Security,24,
Lyons OFAC API,Security,10,
TLists API,Social,2,
BotPlatform API,hat,7,
Geosion mobile SMS API,Messaging,4,
360voice API,Games,40,
Summarity API,Text,11,
Lead411 API,Data-as-a-Service,63,
BankLZ API,Reference,3,
MyGeoPosition GeoPicker API,Mapping,3,
Vision Helpdesk API,ustomer Service,3,
TribeHR WebHook API,Enterprise,3,
EveryBlock Content API,News Services,10,
Rutamina API,Travel,7,
Active.com Camping API,Travel,65,
AgileTask API,Personal Information Management,9,
ioBridge API,Tools,6,
Home Hippo Property Portal API,Real Estate,12,
Minube API,Travel,13,
Crowdin API,Localization,10,
Funambol Cloud API,loud,4,
OpenDover API,lassification,19,
Compass: Business Data API,Enterprise,19,
Quantact API,Hosting,1,
Wazala Online Store API,mmerce,5,
BudURL API,URL Shortener,1,
UGAL API,mmerce,2,
Bitrix Platform API,ntent Management,7,
Find That File API,Search,6,
Simplenote API,Personal Information Management,13,
buddyfetch API,Social,11,
KPI Dashboard API,Enterprise,11,
Sertifi API,Enterprise,4,
Snoopon.me API,Social,2,
Mapping L.A. API,Mapping,2,
WeoGeo API,Mapping,9,
Plum Voice API,Telephony,4,
Walk Score Public Transit API,Transportation,9,
ViewText API,Tools,24,
Heroku Provider API,loud,3,
Breadcrumbs API,Mapping,25,
Nicereply API,Email,5,
The New York Times Most Popular API,News Services,20,
Poligraft API,Government,12,
WebFaction API,Hosting,1,
Publitweet API,Widgets,7,
HTTP Redirect Chain Enumerator API,SEO,6,
Web2PDF API,Office,22,
Mergent Executives API,Financial,4,
Postmark API,Email,11,
3taps API,Search,46,
Zoho Recruit API,Enterprise,25,
Net Atlantic API,Email,5,
MangoApps API,Enterprise,5,
YottaShare API,Tools,2,
EdisonAve Geocoder API,Mapping,9,
Entireweb API,Search,33,
Connect2Field API,Office,8,
ParkWhiz API,Parking,31,
IP Commerce API,Financial,9,
EzineArticles API,Other,17,
CrowdSavings API,mmerce,9,
Put.io API,Storage,6,
E*TRADE API,Financial,144,
Checkfront API,Enterprise,6,
Frinly API,Photos,2,
Aerapay API,Payments,20,
Kumutu API,Travel,11,
CDYNE Postal Address Verification API,Postal,8,
CDYNE IP2Geo API,Mapping,14,
Intel Connection API,Tools,5,
Pdfcrowd API,Office,43,
CentralDesktop API,Enterprise,4,
Zeo Sleep Measurement API,Other,9,
SMS Everywhere Messaging API,Messaging,12,
Desktopify API,Widgets,14,
Freelancer API,Tasks,93,
NuMaps API,Mapping,4,
SuperTweet.net API,Social,9,
Drumbone API,Government,9,
smsways API,Messaging,4,
LogicBoxes API,Hosting,11,
Windows Azure Service Management API,loud,18,
Recipe Puppy API,Food,117,
Hosting.com VMware vCloud Express API,Hosting,4,
Smarkets API,Other,25,
Liberty Data API,Security,5,
Unlock API,Search,19,
SCORM Cloud API,Education,9,
RunSaturday API,Sports,14,
Globedia API,News Services,7,
Wordstream Keyword Niche Finder API,Search,12,
Xtify API,Telephony,13,
Penolo API,Social,2,
Popfax API,Fax,12,
NileGuide API,Travel,23,
openfooty API,Sports,94,
SFR MMS API,Messaging,4,
Offerpal API,Financial,4,
SAP StreamWork Integration API,Enterprise,11,
Wormly API,Monitoring,7,
Goslyudi.ru API,Government,1,
Animoto API,Video,21,
ActiveCampaign API,Email,14,
iWantMyName Domain and DNS API,Domains,3,
Intersect API,Social,7,
smartRealm SNAP API,Social,8,
Qhub API,Q&A,5,
The Easy API,Tools,19,
SmartTurn API,Enterprise,16,
Speek API,Telephony,15,
Twiddla API,Other,7,
Open Context API,Education,12,
ODP Search API,News Services,5,
German Bank Code Service API,Financial,6,
Gimahhot Shopping API,mmerce,4,
SMS Action API,Messaging,22,
IPInfoDB Timezone API,Mapping,18,
2Checkout API,mmerce,77,
PivotalTracker API,Project Management,5,
Clear Books API,Financial,9,
Oxygen.next API,Other,2,
WBP Systems Torch API,Project Management,4,
Setster API,lendars,9,
Less Accounting API,Financial,5,
PipelineDeals API,Enterprise,5,
Infusionsoft XML-RPC API,Enterprise,69,
Clarizen API,Project Management,3,
EasyImg API,Tools,6,
Shiftboard API,Enterprise,11,
ObexCode API,Telephony,2,
ScreenSteps Live API,Tools,8,
PostageApp API,Email,6,
Trafic.ro API,Analytics,2,
Liquor Control Board of Ontario (LCBO) API,mmerce,18,
Auctiva Marketplace Platform API,mmerce,9,
CoolStreaming API,Video,13,
setlist.fm API,Music,16,
Copy2Contact API,ntacts,6,
Strands Social Recommender API,Recommendations,12,
wpSEEK API,Search,4,
Saasu API,Financial,13,
Server Density Monitoring API,Monitoring,5,
Open Source Currency API,Financial,17,
SpamID.net IP Locator API,Mapping,25,
Golem.de API,News Services,4,
Snipr API,URL Shortener,5,
Mood of the Nation API,Social,4,
Hotwire Rental Car Shopping API,Travel,52,
Resellers Panel API,Hosting,13,
Calameo API,llaboration,4,
Sourcemap API,Other,10,
NutchWAX OpenSearch API,Search,4,
LittleSis API,Government,16,
Monster Web Services Toolkit API,Jobs,378,
NuGram Runtime API,Telephony,5,
Mobile Commons API,Telephony,7,
Hictu API,Video,4,
tweethook API,Social,11,
Five9 API,Enterprise,28,
Idescat Catalan and Spanish Indicators API,Financial,5,
Called.in Phone Verification API,Telephony,11,
Dot TK TweaK API,URL Shortener,23,
Motime API,Telephony,2,
IPInfoDB Fraud Detection API,Reference,14,
IPInfoDB Geolocation API,Mapping,6,
GeoReach Neighborhood API,Advertising,19,
FiveFilters.org API,Tools,21,
Global Giving API,Social,12,
Postcode IT API,Reference,3,
Readernaut API,Social,5,
LiveAddress Verification API,Shipping,7,
Xpenser API,Financial,6,
Zutual API,Social,6,
Data8 Mobile Validation API,Telephony,31,
authorSTREAM API,Office,8,
Auto Follow Friday API,Social,32,
entreprise-facile API,Enterprise,5,
Conversions API,Reference,5,
Dictionary Definitions API,Reference,72,
Socialtext API,Wiki,6,
Straight-Street API,Other,2,
RimuHosting API,Enterprise,0,
Easy Insight API,Enterprise,6,
AdGooroo API,Advertising,63,
Muselia API,Education,12,
SAManage API,Enterprise,3,
DriveCast API,Media,5,
Clickatell FTP API,Messaging,10,
Clickatell SMPP API,Messaging,11,
80legs API,Data Mining,8,
FairLuck API,Games,40,
Lemonfree API,mmerce,101,
Cleanify API,Tools,3,
Ankoder API,Video,15,
Innoport FAX API,Fax,25,
BulkSMS API,Messaging,76,
filtrbox API,Social,10,
TwTube API,Tools,11,
Chargify API,Payments,15,
CDYNE Death Index API,Validation,13,
Prowl API,Mobile,4,
Estate++ API,Storage,4,
Social Entrepreneur API,Social,6,
Site24x7 API,Monitoring,19,
Bible.org API,Reference,19,
VoiceForge API,Telephony,55,
Wellynews API,News Services,5,
tagdef API,Social,6,
NameCheap API,Registration,14,
RightSignature API,Enterprise,49,
NY Senate Open Legislation API,Government,6,
T-ma-tic API,Search,2,
Cubiculus API,Games,6,
Gliffy API,Other,24,
Map My Tracks API,Sports,32,
Webnode API,Tools,51,
IPInfoDB E-Commerce Fraud Detection API,Security,7,
Baconfile API,Storage,4,
People&#039,s Music Store API,Music,
Textingit API,Messaging,10,
DocMail API,Mail,7,
OpenAustralia API,Government,10,
mtny.mobi API,Tools,1,
PointLoyalty API,mmerce,7,
Financial Content XML Quote API,Financial,53,
Community Megaphone API,Events,8,
Flightwise API,Travel,54,
iplocationtools API,Tools,21,
Needish API,Recommendations,4,
Sherpa Romeo API,Reference,7,
user-agent-string API,,9,
PlayPhone API,Music,11,
ThemeForest API,ntent Management,11,
WebEquity API,Financial,9,
WebTrends Data Extraction API,Analytics,29,
SpinVox API,Tools,14,
chartbeat API,Analytics,11,
Snipt API,Tools,4,
YOYOIndia API,Social,8,
Shoeboxed API,Enterprise,5,
Wordsfinder Search Traffic Estimator API,Search,7,
DaoPay API,mmerce,30,
XigniteLogos API,Financial,12,
Xignite BATSLastSale API,Financial,8,
Orion&#039,s Belt API,Games,1
Deutsche Telekom Voice Call API,Telephony,10,
Zuora SOAP API,Subscriptions,15,
MoneyBird API,Enterprise,12,
Vuzit API,Office,8,
Unified Software AddressVal API,Tools,5,
DataFeedFile.com XML API,mmerce,18,
Footprints API,Social,9,
Snooth API,Recommendations,28,
GOP.gov API,Government,7,
ViaPost API,Other,5,
Comic Vine API,Entertainment,53,
Spot2be API,Social,5,
Co-op API,Project Management,4,
XigniteGlobalIndices API,Financial,11,
XigniteGlobalExchanges API,Financial,8,
XigniteVWAP API,Financial,7,
XigniteHoldings API,Financial,4,
NEEScentral API,Science,4,
Boomloop API,Events,18,
Octopart Electronics API,mmerce,21,
RapidPoints API,Enterprise,10,
Hakia API,Search,22,
mecanbe API,Other,4,
TxtImpact API,Messaging,6,
Qrimp API,Tools,3,
Directi API,Domains,6,
Vouchers.Im API,mmerce,48,
NeoSpeech API,Tools,36,
NextDB API,Database,28,
Copac API,Search,5,
RateItAll API,Recommendations,14,
Wipee List API,Project Management,3,
OpenEco API,Other,6,
Dooblet API,Search,6,
